Date,Temperature (°C),Rainfall_mm,Humidity_pct,Crop_Yield_Impact_Score,Vegetable_Price_LKR_kg,Month,Day_of_Week,Year,Price_7_Days_Ago,Region_Anuradhapura,Region_Badulla,Region_Batticaloa,Region_Colombo,Region_Galle,Region_Gampaha,Region_Hambantota,Region_Jaffna,Region_Kalutara,Region_Kandy,Region_Kegalle,Region_Kilinochchi,Region_Kurunegala,Region_Mannar,Region_Matale,Region_Matara,Region_Monaragala,Region_Mullaitivu,Region_Nuwara Eliya,Region_Polonnaruwa,Region_Puttalam,Region_Ratnapura,Region_Trincomalee,Region_Vavuniya
2020-06-13,35.7,121.8,73.5,1.73,99.1,6,5,2020,65.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-06-20,20.3,291.1,51.0,0.64,85.5,6,5,2020,235.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-06-27,20.7,105.9,60.0,1.46,396.32,6,5,2020,411.59,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-07-04,35.5,156.8,85.8,1.8,419.27,7,5,2020,460.51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-07-11,28.6,9.3,65.3,1.8,400.16,7,5,2020,444.14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-07-18,32.3,239.4,59.1,1.03,241.2,7,5,2020,240.99,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-07-25,20.8,74.5,55.3,1.7,186.53,7,5,2020,297.76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-08-01,33.9,181.6,69.5,1.75,403.94,8,5,2020,99.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-08-08,33.6,134.9,74.5,1.89,371.4,8,5,2020,85.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-08-15,25.6,198.4,50.3,1.59,460.63,8,5,2020,396.32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-08-22,33.5,245.4,93.3,1.25,236.96,8,5,2020,419.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-08-29,28.2,69.5,72.8,1.46,118.48,8,5,2020,400.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-09-05,29.7,222.5,50.3,1.42,484.78,9,5,2020,241.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-09-12,22.1,41.0,56.5,1.34,165.69,9,5,2020,186.53,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-09-19,25.7,30.7,89.8,1.86,288.05,9,5,2020,403.94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-09-26,22.5,273.8,80.2,0.78,52.39,9,5,2020,371.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-03,32.6,206.3,52.9,1.64,65.6,10,5,2020,460.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-10,35.2,41.7,83.8,1.17,235.38,10,5,2020,236.96,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-17,29.8,371.4,80.4,0.63,411.59,10,5,2020,118.48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-24,33.3,9.2,81.3,0.93,460.51,10,5,2020,484.78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-10-31,30.8,376.8,78.9,0.61,444.14,10,5,2020,165.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-08,36.3,358.7,84.9,0.52,240.99,11,6,2020,288.05,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-15,29.9,134.8,56.4,0.81,297.76,11,6,2020,52.39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-22,35.7,121.8,73.5,1.73,99.1,11,6,2020,65.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-11-29,20.3,291.1,51.0,0.64,85.5,11,6,2020,235.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-06,20.7,105.9,60.0,1.46,396.32,12,6,2020,411.59,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-13,35.5,156.8,85.8,1.8,419.27,12,6,2020,460.51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-20,28.6,9.3,65.3,1.8,400.16,12,6,2020,444.14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020-12-27,32.3,239.4,59.1,1.03,241.2,12,6,2020,240.99,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-03,20.8,74.5,55.3,1.7,186.53,1,6,2021,297.76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-10,33.9,181.6,69.5,1.75,403.94,1,6,2021,99.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-17,33.6,134.9,74.5,1.89,371.4,1,6,2021,85.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-24,25.6,198.4,50.3,1.59,460.63,1,6,2021,396.32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-01-31,33.5,245.4,93.3,1.25,236.96,1,6,2021,419.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-07,28.2,69.5,72.8,1.46,118.48,2,6,2021,400.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-14,29.7,222.5,50.3,1.42,484.78,2,6,2021,241.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-21,22.1,41.0,56.5,1.34,165.69,2,6,2021,186.53,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-02-28,25.7,30.7,89.8,1.86,288.05,2,6,2021,403.94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-07,22.5,273.8,80.2,0.78,52.39,3,6,2021,371.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-14,32.6,206.3,52.9,1.64,65.6,3,6,2021,460.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-21,35.2,41.7,83.8,1.17,235.38,3,6,2021,236.96,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-03-28,29.8,371.4,80.4,0.63,411.59,3,6,2021,118.48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-04,33.3,9.2,81.3,0.93,460.51,4,6,2021,484.78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-11,30.8,376.8,78.9,0.61,444.14,4,6,2021,165.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-18,36.3,358.7,84.9,0.52,240.99,4,6,2021,288.05,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-04-25,29.9,134.8,56.4,0.81,297.76,4,6,2021,52.39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-02,35.7,121.8,73.5,1.73,99.1,5,6,2021,65.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-09,20.3,291.1,51.0,0.64,85.5,5,6,2021,235.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-16,20.7,105.9,60.0,1.46,396.32,5,6,2021,411.59,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-23,35.5,156.8,85.8,1.8,419.27,5,6,2021,460.51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-05-30,28.6,9.3,65.3,1.8,400.16,5,6,2021,444.14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-06-06,32.3,239.4,59.1,1.03,241.2,6,6,2021,240.99,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-06-13,20.8,74.5,55.3,1.7,186.53,6,6,2021,297.76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-06-20,33.9,181.6,69.5,1.75,403.94,6,6,2021,99.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-06-27,33.6,134.9,74.5,1.89,371.4,6,6,2021,85.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-07-04,25.6,198.4,50.3,1.59,460.63,7,6,2021,396.32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-07-11,33.5,245.4,93.3,1.25,236.96,7,6,2021,419.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-07-18,28.2,69.5,72.8,1.46,118.48,7,6,2021,400.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-07-26,29.7,222.5,50.3,1.42,484.78,7,0,2021,241.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-02,22.1,41.0,56.5,1.34,165.69,8,0,2021,186.53,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-09,25.7,30.7,89.8,1.86,288.05,8,0,2021,403.94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-16,22.5,273.8,80.2,0.78,52.39,8,0,2021,371.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-23,32.6,206.3,52.9,1.64,65.6,8,0,2021,460.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-08-30,35.2,41.7,83.8,1.17,235.38,8,0,2021,236.96,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-06,29.8,371.4,80.4,0.63,411.59,9,0,2021,118.48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-13,33.3,9.2,81.3,0.93,460.51,9,0,2021,484.78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-20,30.8,376.8,78.9,0.61,444.14,9,0,2021,165.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-09-27,36.3,358.7,84.9,0.52,240.99,9,0,2021,288.05,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-04,29.9,134.8,56.4,0.81,297.76,10,0,2021,52.39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-11,35.7,121.8,73.5,1.73,99.1,10,0,2021,65.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-18,20.3,291.1,51.0,0.64,85.5,10,0,2021,235.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-25,20.7,105.9,60.0,1.46,396.32,10,0,2021,411.59,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-01,35.5,156.8,85.8,1.8,419.27,11,0,2021,460.51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-08,28.6,9.3,65.3,1.8,400.16,11,0,2021,444.14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-15,32.3,239.4,59.1,1.03,241.2,11,0,2021,240.99,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-22,20.8,74.5,55.3,1.7,186.53,11,0,2021,297.76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-11-29,33.9,181.6,69.5,1.75,403.94,11,0,2021,99.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-06,33.6,134.9,74.5,1.89,371.4,12,0,2021,85.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-13,25.6,198.4,50.3,1.59,460.63,12,0,2021,396.32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-20,33.5,245.4,93.3,1.25,236.96,12,0,2021,419.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-12-27,28.2,69.5,72.8,1.46,118.48,12,0,2021,400.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-03,29.7,222.5,50.3,1.42,484.78,1,0,2022,241.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-10,22.1,41.0,56.5,1.34,165.69,1,0,2022,186.53,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-17,25.7,30.7,89.8,1.86,288.05,1,0,2022,403.94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-24,22.5,273.8,80.2,0.78,52.39,1,0,2022,371.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-31,32.6,206.3,52.9,1.64,65.6,1,0,2022,460.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-07,35.2,41.7,83.8,1.17,235.38,2,0,2022,236.96,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-14,29.8,371.4,80.4,0.63,411.59,2,0,2022,118.48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-21,33.3,9.2,81.3,0.93,460.51,2,0,2022,484.78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-02-28,30.8,376.8,78.9,0.61,444.14,2,0,2022,165.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-07,36.3,358.7,84.9,0.52,240.99,3,0,2022,288.05,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-14,29.9,134.8,56.4,0.81,297.76,3,0,2022,52.39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-21,35.7,121.8,73.5,1.73,99.1,3,0,2022,65.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-03-28,20.3,291.1,51.0,0.64,85.5,3,0,2022,235.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-04,20.7,105.9,60.0,1.46,396.32,4,0,2022,411.59,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-12,35.5,156.8,85.8,1.8,419.27,4,1,2022,460.51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-19,28.6,9.3,65.3,1.8,400.16,4,1,2022,444.14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-04-26,32.3,239.4,59.1,1.03,241.2,4,1,2022,240.99,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-03,20.8,74.5,55.3,1.7,186.53,5,1,2022,297.76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-10,33.9,181.6,69.5,1.75,403.94,5,1,2022,99.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-17,33.6,134.9,74.5,1.89,371.4,5,1,2022,85.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-24,25.6,198.4,50.3,1.59,460.63,5,1,2022,396.32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-05-31,33.5,245.4,93.3,1.25,236.96,5,1,2022,419.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-06-07,28.2,69.5,72.8,1.46,118.48,6,1,2022,400.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-06-14,29.7,222.5,50.3,1.42,484.78,6,1,2022,241.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-06-21,22.1,41.0,56.5,1.34,165.69,6,1,2022,186.53,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-06-28,25.7,30.7,89.8,1.86,288.05,6,1,2022,403.94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-05,22.5,273.8,80.2,0.78,52.39,7,1,2022,371.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-12,32.6,206.3,52.9,1.64,65.6,7,1,2022,460.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-19,35.2,41.7,83.8,1.17,235.38,7,1,2022,236.96,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-26,29.8,371.4,80.4,0.63,411.59,7,1,2022,118.48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-02,33.3,9.2,81.3,0.93,460.51,8,1,2022,484.78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-09,30.8,376.8,78.9,0.61,444.14,8,1,2022,165.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-16,36.3,358.7,84.9,0.52,240.99,8,1,2022,288.05,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-23,29.9,134.8,56.4,0.81,297.76,8,1,2022,52.39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-30,35.7,121.8,73.5,1.73,99.1,8,1,2022,65.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-06,20.3,291.1,51.0,0.64,85.5,9,1,2022,235.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-13,20.7,105.9,60.0,1.46,396.32,9,1,2022,411.59,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-20,35.5,156.8,85.8,1.8,419.27,9,1,2022,460.51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-09-27,28.6,9.3,65.3,1.8,400.16,9,1,2022,444.14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-04,32.3,239.4,59.1,1.03,241.2,10,1,2022,240.99,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-11,20.8,74.5,55.3,1.7,186.53,10,1,2022,297.76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-18,33.9,181.6,69.5,1.75,403.94,10,1,2022,99.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-10-25,33.6,134.9,74.5,1.89,371.4,10,1,2022,85.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-01,25.6,198.4,50.3,1.59,460.63,11,1,2022,396.32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-08,33.5,245.4,93.3,1.25,236.96,11,1,2022,419.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-15,28.2,69.5,72.8,1.46,118.48,11,1,2022,400.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-22,29.7,222.5,50.3,1.42,484.78,11,1,2022,241.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-11-29,22.1,41.0,56.5,1.34,165.69,11,1,2022,186.53,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-06,25.7,30.7,89.8,1.86,288.05,12,1,2022,403.94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-13,22.5,273.8,80.2,0.78,52.39,12,1,2022,371.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-20,32.6,206.3,52.9,1.64,65.6,12,1,2022,460.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-28,35.2,41.7,83.8,1.17,235.38,12,2,2022,236.96,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-04,29.8,371.4,80.4,0.63,411.59,1,2,2023,118.48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-11,33.3,9.2,81.3,0.93,460.51,1,2,2023,484.78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-18,30.8,376.8,78.9,0.61,444.14,1,2,2023,165.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-25,36.3,358.7,84.9,0.52,240.99,1,2,2023,288.05,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-01,29.9,134.8,56.4,0.81,297.76,2,2,2023,52.39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-08,35.7,121.8,73.5,1.73,99.1,2,2,2023,65.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-15,20.3,291.1,51.0,0.64,85.5,2,2,2023,235.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-02-22,20.7,105.9,60.0,1.46,396.32,2,2,2023,411.59,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-03-01,35.5,156.8,85.8,1.8,419.27,3,2,2023,460.51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-03-08,28.6,9.3,65.3,1.8,400.16,3,2,2023,444.14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-03-15,32.3,239.4,59.1,1.03,241.2,3,2,2023,240.99,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-03-22,20.8,74.5,55.3,1.7,186.53,3,2,2023,297.76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-03-29,33.9,181.6,69.5,1.75,403.94,3,2,2023,99.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-04-05,33.6,134.9,74.5,1.89,371.4,4,2,2023,85.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-04-12,25.6,198.4,50.3,1.59,460.63,4,2,2023,396.32,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-04-19,33.5,245.4,93.3,1.25,236.96,4,2,2023,419.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-04-26,28.2,69.5,72.8,1.46,118.48,4,2,2023,400.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-03,29.7,222.5,50.3,1.42,484.78,5,2,2023,241.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-10,22.1,41.0,56.5,1.34,165.69,5,2,2023,186.53,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-17,25.7,30.7,89.8,1.86,288.05,5,2,2023,403.94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-24,22.5,273.8,80.2,0.78,52.39,5,2,2023,371.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-31,32.6,206.3,52.9,1.64,65.6,5,2,2023,460.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-07,35.2,41.7,83.8,1.17,235.38,6,2,2023,236.96,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-14,29.8,371.4,80.4,0.63,411.59,6,2,2023,118.48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-21,33.3,9.2,81.3,0.93,460.51,6,2,2023,484.78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-28,30.8,376.8,78.9,0.61,444.14,6,2,2023,165.69,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
